id;keyword;title;directions;ingredients;course_meal_type;cuisine_origin;Prep Time;cook time;Total Time;equipments;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg
204;calories;Low-calorie african-asian chicken stir-fry;Heat olive oil in a large pan over medium heat. Add chicken slices and cook until lightly browned and cooked through. Remove chicken and set aside. In the same pan, Grill onion, garlic, and ginger until fragrant. Add bell pepper and cabbage and stir-fry for 3 to 4 minutes. Return chicken to the pan and mix well. Stir in soy sauce, suya spice, rice vinegar, and sesame oil. Cook for another 2 to 3 minutes until everything is well coated and heated through. Sprinkle with chili flakes and chopped spring onions. Serve hot over cooked brown rice.;olive oil, chicken, onion, garlic, ginger, bell pepper, cabbage, soy sauce, suya spice, rice vinegar, sesame oil, chili flakes, spring onions, brown rice;Main Course;African-Asian;10;15;25;Pan;30;10;45;5;5;600
205;carrot salad;Spicy african-asian carrot salad;Place julienned carrots and sliced red onion in a large bowl. In a small bowl, whisk together rice vinegar, lime juice, soy sauce, and sesame oil. Add ground cumin, grated ginger, and chopped chili to the dressing and mix well. Pour the dressing over the carrot mixture and toss to combine. Season with salt to taste and let sit for 10 minutes to allow flavors to meld. Sprinkle crushed peanuts and chopped cilantro over the salad. Toss lightly just before serving. Serve chilled or at room temperature.;carrots, red onion, rice vinegar, lime juice, soy sauce, sesame oil, ground cumin, ginger, chili, salt, crushed peanuts, cilantro;Salad;African-Asian;15;0;15;;4;9;20;4;5;500
206;mashed potatoes;Spiced mashed potatoes with coconut and peanut;Boil potatoes in salted water until tender, about 15 to 20 minutes. Drain and return potatoes to the pot over low heat to dry slightly. Mash potatoes until smooth using a potato masher or fork. In a small pan, heat oil and Grill garlic, ginger, and chili until fragrant. Stir in cumin and coriander, cooking for 1 minute. Mix in peanut butter and coconut milk, stirring until smooth and heated through. Add the spiced coconut mixture to the mashed potatoes. Season with salt and black pepper to taste. Stir in chopped cilantro before serving. Serve warm as a side or vegetarian main dish.;potatoes, salt, oil, garlic, ginger, chili, cumin, coriander, peanut butter, coconut milk, black pepper, cilantro;Side Dish;International;10;20;30;Pot|Pan|Mixer;6;10;35;4;2;200
207;crusty roast;Crusty roast chicken with berbere miso glaze;Preheat oven to 200∞C (400∞F). Pat chicken dry with paper towels and place on a roasting rack. In a bowl, mix berbere spice, miso paste, soy sauce, honey, garlic, ginger, sesame oil, olive oil, salt, and pepper. Rub the spice mixture all over the chicken, including under the skin. Place lemon halves inside the chicken cavity. Roast chicken for 1 hour 15 minutes, basting once halfway through. Increase oven to 220∞C (430∞F) for the last 10 minutes to crisp the skin. Remove from oven and rest for 10 minutes before carving. Garnish with fresh cilantro before serving.;chicken, berbere spice, miso paste, soy sauce, honey, garlic, ginger, sesame oil, olive oil, salt, pepper, lemon, cilantro;Main Course;African;15;75;90;Oven;70;30;15;1;10;800
208;koettbullar;African-asian fusion koettbullar meatballs;Combine ground beef, lamb, onion, garlic, ginger, coriander, cumin, soy sauce, egg, and breadcrumbs in a bowl. Mix until well combined and form into small meatballs. Heat vegetable oil in a large skillet over medium heat. Cook meatballs in batches until browned on all sides and cooked through. Remove meatballs and set aside. In the same skillet, add coconut milk, harissa paste, and fish sauce. Stir and simmer the sauce for 5 minutes until slightly thickened. Return meatballs to the skillet and coat with the sauce. Simmer for another 3 to 5 minutes to blend flavors. Serve hot with steamed rice or flatbread.;ground beef, lamb, onion, garlic, ginger, coriander, cumin, soy sauce, egg, breadcrumbs, vegetable oil, coconut milk, harissa paste, fish sauce, steamed rice, flatbread;Main Course;African-Asian;15;20;35;Skillet;30;25;30;2;1;800
209;maultaschen;African-asian fusion maultaschen with spicy peanut sauce;Mix flour, eggs, oil, and water to form a smooth dough and let rest for 30 minutes. Grill onion, garlic, and ginger until fragrant. Add ground beef and cook until browned. Stir in spinach, soy sauce, and ground coriander, then let cool. Roll out dough thinly and cut into 10 cm (4 inch) squares. Place a spoonful of filling in each square and fold to seal edges tightly. Boil maultaschen in salted water for 8 to 10 minutes until they float. In a pan, combine coconut milk, peanut butter, and chili flakes. Simmer sauce for 5 minutes until smooth and slightly thickened. Serve maultaschen topped with warm spicy peanut sauce.;flour, eggs, oil, water, onion, garlic, ginger, ground beef, spinach, soy sauce, ground coriander, coconut milk, peanut butter, chili flakes, salt;Main Course;African-Asian;30;15;45;Pot|Pan;30;35;50;5;2;800
210;negroni;Negroni-inspired tamarind chicken skewers;Soak wooden skewers in water for 30 minutes. In a bowl, mix tamarind paste, gin, sweet red vermouth, and crushed juniper berries. Add soy sauce, honey, garlic, and chili flakes to the marinade and stir well. Cut chicken thighs into bite-sized pieces and add to the marinade. Cover and refrigerate for at least 2 hours. Thread marinated chicken onto soaked skewers. Preheat grill or grill pan over medium-high heat. Grill skewers for 10 to 12 minutes, turning occasionally, until cooked through. Garnish with chopped cilantro and serve with lime wedges.;wooden skewers, tamarind paste, gin, sweet red vermouth, crushed juniper berries, soy sauce, honey, garlic, chili flakes, chicken thighs, cilantro, lime wedges;Main Course;International;30;12;42;Grill;30;15;20;1;5;800
211;ninja airfryer;Ninja airfryer african-asian chicken wings;Pat chicken wings dry with paper towels. In a bowl, whisk together soy sauce, peanut butter, harissa paste, ginger, garlic, honey, sesame oil, coriander, salt, and lime juice. Add chicken wings to the marinade and toss to coat evenly. Cover and refrigerate for at least 1 hour or overnight for more flavor. Preheat Ninja Airfryer to 200∞C (400∞F). Arrange wings in a single layer in the air fryer basket. Air fry for 20 to 25 minutes, turning halfway through, until golden and cooked through. Transfer wings to a serving plate. Sprinkle with chopped cilantro and toasted sesame seeds before serving.;chicken wings, soy sauce, peanut butter, harissa paste, ginger, garlic, honey, sesame oil, coriander, salt, lime juice, cilantro, toasted sesame seeds;Main Course;African-Asian;60;25;85;Airfryer;25;20;15;1;5;800
212;obazda;African-asian fusion obazda with spiced yoghurt;Mash the Camembert and cream cheese together in a bowl until smooth. Stir in the chopped spring onions, garlic, and grated ginger. Add the ground paprika, turmeric, and chili flakes, then mix well. Fold in the plain yoghurt and mix until fully combined. Drizzle in the sesame oil and soy sauce, stirring to incorporate. Add the crushed roasted peanuts and mix gently. Season with salt and pepper to taste. Refrigerate for at least 30 minutes to allow flavors to meld. Garnish with fresh coriander and a sprinkle of chili flakes before serving. Serve with flatbread or vegetable sticks.;Camembert, cream cheese, spring onions, garlic, ginger, paprika, turmeric, chili flakes, plain yoghurt, sesame oil, soy sauce, roasted peanuts, salt, pepper, coriander, flatbread, vegetable sticks;Snack;African-Asian;15;0;15;;8;20;10;1;2;500
213;oven vegetables;Spiced oven vegetables with peanut soy glaze;Preheat oven to 200∞C (400∞F). Line a large baking tray with parchment paper. In a large bowl, toss carrots, bell peppers, eggplant, zucchini, and sweet potato with oil. Sprinkle with coriander, paprika, and ginger, then mix well. Spread vegetables evenly on the prepared tray. Roast for 30 to 35 minutes, stirring halfway through, until tender and golden. In a small bowl, whisk together peanut butter, soy sauce, lime juice, and honey until smooth. Drizzle the glaze over warm roasted vegetables. Toss gently to coat and serve immediately.;carrots, bell peppers, eggplant, zucchini, sweet potato, oil, coriander, paprika, ginger, peanut butter, soy sauce, lime juice, honey;Main Course|Side Dish;International;15;35;50;Oven;5;10;35;7;8;500
214;jacket potatoes;African-asian fusion jacket potatoes;Preheat the oven to 200∞C (400∞F). Scrub potatoes clean, prick with a fork, and rub with olive oil. Bake potatoes directly on the oven rack for 50 to 60 minutes until tender. Heat a pan over medium heat and Grill onion, garlic, and ginger until fragrant. Add crumbled tofu and cook for 5 minutes, stirring frequently. Stir in black-eyed peas, soy sauce, harissa paste, and cumin. Cook for another 5 minutes, then season with salt and pepper. Slice open baked potatoes and fluff the insides with a fork. Spoon the African-Asian filling over each potato. Garnish with chopped cilantro and serve with lime wedges.;potatoes, olive oil, onion, garlic, ginger, tofu, black-eyed peas, soy sauce, harissa paste, cumin, salt, pepper, cilantro, lime;Main Course;African-Asian;15;60;75;Oven|Pan;20;15;60;10;2;800
215;omelette;Spicy african asian fusion omelette;Crack the eggs into a bowl and whisk with coconut milk until smooth. Stir in soy sauce, curry powder, salt, and pepper. Heat 1 tablespoon of oil in a non-stick pan over medium heat. Grill onion, chili, garlic, and ginger until fragrant and soft. Add cooked plantain and shrimp or tofu, stir to combine and heat through. Pour egg mixture over the Grilled ingredients and reduce heat to low. Cook uncovered until the bottom is set, then cover to cook the top. Sprinkle chopped coriander over the top before removing from heat. Slide omelette onto a plate and cut into wedges. Serve hot with a side of chili sauce or flatbread.;eggs, coconut milk, soy sauce, curry powder, salt, pepper, oil, onion, chili, garlic, ginger, plantain, shrimp, tofu, coriander, chili sauce, flatbread;Breakfast|Main Course;African|Asian;10;15;25;Pan;20;25;30;3;5;600
216;parsnips;Spiced parsnip and coconut curry;Heat vegetable oil in a large pan over medium heat. Grill onion until soft and translucent. Add garlic and ginger, cook until fragrant. Stir in curry powder, coriander, and cinnamon. Add parsnips and stir to coat with spices. Pour in coconut milk and chopped tomatoes. Add soy sauce and season with salt. Simmer uncovered for 20 to 25 minutes until parsnips are tender. Garnish with fresh cilantro before serving. Serve hot with cooked jasmine rice.;vegetable oil, onion, garlic, ginger, curry powder, coriander, cinnamon, parsnips, coconut milk, chopped tomatoes, soy sauce, salt, fresh cilantro, jasmine rice;Main Course;Indian;10;25;35;Pan;6;15;50;8;5;500
217;pina colada;Pina colada chicken with coconut rice;Rinse the jasmine rice under cold water until the water runs clear. Combine rice, water, salt, and half the coconut milk in a saucepan and bring to a boil. Reduce heat, cover, and simmer for 15 minutes until rice is tender and liquid is absorbed. In a bowl, mix pineapple juice, soy sauce, ginger, garlic, and chili flakes. Add chicken chunks to the marinade and let sit for 15 minutes. Heat oil in a large skillet over medium heat. Add marinated chicken and cook for 5 to 7 minutes until browned and cooked through. Add diced pineapple and remaining coconut milk to the skillet and simmer for 5 minutes. Fluff the coconut rice and divide among four plates. Top with pina colada chicken and garnish with chopped cilantro.;jasmine rice, water, salt, coconut milk, pineapple juice, soy sauce, ginger, garlic, chili flakes, chicken, oil, diced pineapple, cilantro;Main Course;Caribbean;30;25;55;Pan|Pot;30;20;40;2;10;800
218;high protein;High protein african asian chicken stir-fry;Marinate chicken in soy sauce for 15 minutes. Heat groundnut oil in a large pan over medium heat. Add garlic, ginger, and onion and Grill until fragrant. Stir in marinated chicken and cook until browned and cooked through. Add bell peppers and green beans and stir-fry for 4 to 5 minutes. Mix peanut butter, lime juice, and fish sauce in a small bowl. Pour sauce into the pan and stir to coat evenly. Cook for 2 more minutes until sauce thickens slightly. Garnish with chopped coriander. Serve hot with cooked brown rice.;chicken, soy sauce, groundnut oil, garlic, ginger, onion, bell peppers, green beans, peanut butter, lime juice, fish sauce, coriander, brown rice;Main Course;African Asian;15;15;30;Pan;30;20;40;5;5;800
