id;seo_title;course;cuisine;cook_time_minutes;total_time_minutes;prep_time_minutes;equipments;Calories;difficulty;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg;slug;notes;Ingredients;directions
1077;Nostalgic Taffy Recipe with Sweet Peas;Side Dish;afro asian fusion recipe;10;20;10;Saucepan;200;easy;3;7;30;4;10;200;afro-asian-fusion-taffy-peas;Serve warm as a side dish or appetizer.;"60 g tiny peas, 60 g sweet corn, 1 piece green onion; chopped, 1 piece red bell pepper; diced, 30 g pimentos, 30 ml sesame oil, 10 g brown sugar, 30 ml rice vinegar, 1 g salt, 1 g black pepper, 1 tsp gochujang, 1 tsp miso paste";Heat sesame oil in a saucepan over medium heat. Add green onion and red bell pepper, sauté until softened. Stir in tiny peas, sweet corn, and pimentos, cook for 2 minutes. In a small bowl, mix brown sugar, rice vinegar, gochujang, and miso paste until smooth. Pour the mixture into the saucepan, stirring to combine. Season with salt and black pepper, cook for an additional 3 minutes. Remove from heat and let cool slightly before serving.
1078;Savory Orzo Salad Recipe with Ham and Cheese;Snack|Side Dish|Lunch;afro asian fusion recipe;15;35;20;Oven;350;easy;15;20;30;2;5;500;afro-asian-orzo-salad;Feel free to adjust spice levels according to taste.;"120 g orzo pasta, 50 g tamarind paste, 1 g salt, 5 g RapidRise yeast, 240 ml water, 5 g sesame oil, 30 g butter, 120 g suya-spiced grilled chicken; diced, 100 g smoked Gouda cheese; cubed, 100 g sharp Cheddar cheese; cubed, 1 piece pickled ginger; chopped, 1 piece egg; beaten";"Cook orzo pasta according to package instructions; drain and set aside. In a bowl, mix tamarind paste, salt, and sesame oil until smooth. In a skillet, melt butter over medium heat; add diced suya-spiced chicken. Sauté chicken until heated through and slightly crispy. In a large bowl, combine cooked orzo, chicken, Gouda, Cheddar, and pickled ginger. Pour tamarind mixture over the salad; toss to combine. Drizzle with additional sesame oil if desired. Chill in the refrigerator for at least 15 minutes before serving. Serve cold or at room temperature. Garnish with fresh herbs if available."
1079;Sun-Infused Oven Roasted Peppers Recipe;Side Dish;afro asian fusion recipe;15;25;10;Pot;250;easy;10;15;30;2;5;500;afro-asian-fusion-roasted-peppers;Adjust spice levels according to taste.;"240 ml water, 30 ml rice vinegar, 5 g yeast, 1 g salt, 15 g gochujang, 10 g sesame oil, 1 g black pepper, 2 g berbere spice, 4 bell peppers; assorted colors";Preheat the oven to 200 °C. Slice the bell peppers in half and remove seeds. In a bowl, mix water, rice vinegar, yeast, salt, gochujang, and sesame oil. Brush the mixture inside the pepper halves. Sprinkle black pepper and berbere spice over the peppers. Place the peppers cut side up on a baking sheet. Roast in the oven for 15 minutes until tender. Remove from oven and let cool slightly. Serve warm as a side dish or appetizer.
1080;Savory Pastichio Recipe with Beef and Potatoes;Main Course;afro asian fusion recipe;45;60;15;Oven;600;easy;30;25;50;5;5;500;pastichio-fusion-beef-potatoes;Serve with a side of pickled vegetables for added crunch.;"120 g ground beef, 120 ml coconut milk, 60 g oatmeal, 30 ml gochujang, 1 piece onion; finely chopped, 1 g salt, 1 piece sweet potato; diced, 5 g fresh cilantro; chopped";Preheat the oven to 180°C. In a skillet, brown the ground beef over medium heat. Add chopped onion and sauté until translucent. Stir in gochujang and cook for 2 minutes. Mix in diced sweet potato and cook until slightly softened. In a bowl, combine coconut milk and oatmeal, then add to the beef mixture. Season with salt and mix well. Transfer the mixture to a baking dish and smooth the top. Bake in the oven for 45 minutes or until the sweet potato is tender. Garnish with fresh cilantro before serving.
1081;Irresistible Peanut Butter Fudge Recipe;Dessert;afro asian fusion recipe;0;135;15;Mixer;200;easy;2;10;30;1;25;0;peanut-butter-fudge;Adjust the amount of gochujang based on your spice preference.;50 g desiccated coconut, 100 g powdered sugar, 30 g unsalted butter, 1 tsp vanilla extract, 120 ml coconut milk, 100 g dark chocolate chips, 1 tbsp tahini, 1 tbsp gochujang, a pinch of sea salt;In a mixing bowl, combine desiccated coconut, powdered sugar, and tahini. Melt the butter and mix it with vanilla extract and coconut milk. Incorporate the butter mixture into the dry ingredients until smooth. Fold in dark chocolate chips and gochujang for a spicy kick. Add a pinch of sea salt to enhance the flavors. Pour the mixture into a lined baking dish and spread evenly. Refrigerate for at least 2 hours until set. Cut into squares and serve chilled.
1082;Savory Pecan Chews Recipe with Ground Beef;Main Course;afro asian fusion recipe;15;25;10;Pot|Oven;250;easy;20;15;30;5;5;300;pecan-chews-asian-flavors;For added flavor, consider garnishing with sesame seeds.;"100 g green peas, 1 piece onion; finely chopped, 30 g butter, 150 g ground beef, 0.5 tsp salt, 1 tbsp soy sauce, 1 tbsp gochujang, 2 pieces tomatoes; diced, 50 g buttered bread crumbs, 30 g crushed pecans";Sauté onion in butter until translucent. Add ground beef and cook until browned. Stir in soy sauce and gochujang, mixing well. Add green peas and tomatoes, cook for 5 minutes. Remove from heat and let cool slightly. Mix in crushed pecans and bread crumbs. Form mixture into small balls. Place on a baking tray and refrigerate for 15 minutes. Preheat oven to 180°C. Bake for 10 minutes or until golden. Serve warm.
1083;Irresistible Pecan Date Pudding Recipe;Dessert;afro asian fusion recipe;30;40;10;Mixer;350;easy;6;15;40;2;25;100;pecan-date-pudding;Serve warm with a drizzle of coconut cream for extra richness.;100 g powdered sugar, 50 g peanut butter, 30 g instant chocolate, 30 g palm oil, 120 ml coconut milk, 50 g chopped dates, 30 g miso paste;"Preheat the oven to 180°C. In a mixer, combine powdered sugar, peanut butter, and palm oil until smooth. Add instant chocolate, coconut milk, and miso paste; blend until well combined. Fold in chopped dates gently into the mixture. Pour the batter into a greased baking dish. Bake for 30 minutes or until a toothpick comes out clean. Let it cool for 10 minutes before serving."
1084;Savory Pecan Pie Taco Recipe;Main Course;afro asian fusion recipe;10;25;15;Pan;300;easy;20;15;30;5;3;500;afro-asian-pecan-pie-taco;Feel free to adjust spice levels with more or less gochujang.;"3 pieces corn tortillas, 1 tbsp sesame oil, 150 g ground beef marinated in soy sauce and ginger, 100 ml gochujang taco sauce, 100 g black beans, 50 g feta cheese, 2 pieces tomatoes; diced, 1 piece onion; finely chopped, 50 ml tamarind salsa, 50 g pickled ginger";"Heat sesame oil in a pan over medium heat. Add ground beef and cook until browned, about 5 minutes. Stir in gochujang taco sauce and black beans; cook for another 5 minutes. Warm corn tortillas in a separate pan for 1-2 minutes on each side. Assemble tacos by placing beef mixture on tortillas. Top with diced tomatoes, chopped onion, and feta cheese. Drizzle tamarind salsa over the top. Garnish with pickled ginger. Serve immediately."
1085;Pineapple Nut Bread Recipe with Cheddar Surprise;Snack;afro asian fusion recipe;25;35;10;Pot|Stove / Pan;255;easy;10;15;20;2;1;200;pineapple-nut-bread-cheddar-miso-fusion;This fusion bread combines African and Asian flavors for a unique snack.;"100 g broccoli; chopped, 100 g cottage cheese, 30 g butter, 2 pieces eggs, 50 g Cheddar cheese; grated, 1 piece onion; finely chopped, 30 g green chilies; chopped, 50 g miso paste, 100 g crushed pineapple; drained, 50 g roasted peanuts; chopped";Preheat the oven to 180°C. In a bowl, mix cottage cheese, eggs, and miso paste until smooth. Add chopped broccoli, crushed pineapple, and roasted peanuts to the mixture. Melt butter in a pan and sauté onions and green chilies until soft. Combine the sautéed mixture with the batter. Fold in grated Cheddar cheese gently. Pour the batter into a greased loaf pan. Bake for 25 minutes or until golden brown. Let cool for 5 minutes before slicing. Serve warm or at room temperature.
1086;Savory Cornmeal and Leeks Casserole Recipe;Main Course;afro asian fusion recipe;15;25;10;Skillet;250;easy;15;10;30;5;5;500;cornmeal-and-leeks-casserole-fusion;Feel free to adjust the spice level by adding more or less gochujang.;"200 g cornmeal, 150 g leeks; sliced, 200 g pork sausages; diced, 2 pieces tomatoes; chopped, 30 g miso paste, 15 ml sesame oil, 50 g grated cheese (optional), 500 ml vegetable broth, 1 tsp gochujang, 1 tsp black sesame seeds";"Preheat the oven to 180°C. In a skillet, heat sesame oil over medium heat. Add diced pork sausages and cook until browned. Stir in sliced leeks and cook until softened. Mix in chopped tomatoes, miso paste, and gochujang; cook for 2 minutes. In a separate pot, bring vegetable broth to a boil. Slowly whisk in cornmeal, stirring continuously until thickened. Combine the cornmeal mixture with the sausage and leek mixture. Transfer to a baking dish and top with grated cheese and black sesame seeds. Bake for 15 minutes until golden and bubbly. Let cool for a few minutes before serving."
1087;Refreshing Pita Venita Gelatin Dessert Recipe;Dessert;afro asian fusion recipe;5;120;10;Pot;150;easy;2;5;30;1;15;0;afro-asian-fusion-gelatin-dessert;Adjust gochujang to taste for spice level.;"30 g cherry gelatin, 30 g lemon gelatin, 30 g raspberry gelatin, 100 g pineapple; diced, 100 g blueberries, 100 g coconut yogurt, 120 ml coconut milk, 120 ml boiling water, 30 g gochujang";Mix cherry, lemon, and raspberry gelatin in a bowl. Add boiling water and stir until dissolved. Incorporate coconut milk and gochujang into the gelatin mixture. Fold in diced pineapple and blueberries. Pour the mixture into a mold and refrigerate for at least 2 hours. Serve with a dollop of coconut yogurt on top.
1088;Savory Pita Recipe with Caramelized Onions;Main Course;afro asian fusion recipe;30;45;15;Oven;250;easy;2;18;10;1;1;200;pita-caramelized-onions-fusion;Feel free to add your favorite vegetables for extra flavor.;"1 tbsp tahini; metric, 1 clove garlic; minced, 1 tbsp sesame oil; metric, 1 tbsp rice vinegar; metric, 1 tsp miso paste; metric, 1 piece bay leaf; dried, 2 medium onions; sliced, 1 tsp ginger; grated, 4 pita breads; metric";Preheat the oven to 180°C. In a pan, heat sesame oil over medium heat. Add sliced onions and cook until caramelized, about 20 minutes. Stir in minced garlic and grated ginger, cooking for an additional 5 minutes. In a bowl, mix tahini, rice vinegar, and miso paste until smooth. Spread the tahini mixture on each pita bread. Top with the caramelized onion mixture. Place bay leaf on top of the onions for flavor. Bake in the oven for 10 minutes until heated through. Remove bay leaf before serving. Serve warm and enjoy your fusion dish.
1089;Irresistible Praline Pear Dessert Recipe;Dessert;afro asian fusion recipe;30;40;10;Oven;250;easy;2;10;40;4;15;0;afro-asian-praline-pear;This dessert combines the sweetness of pears with Asian spices and African flavors.;2 pieces pears, 100 g flour, 50 g oats, 30 g palm oil, 50 g brown sugar, 1 tsp five-spice powder, 30 g crushed peanuts, 50 ml coconut milk;Preheat the oven to 180°C. Peel and slice the pears, then set aside. In a bowl, mix flour, oats, brown sugar, and five-spice powder. Add palm oil and coconut milk to the dry ingredients, stirring until combined. Fold in the crushed peanuts for added crunch. Spread the pear slices in a baking dish. Pour the batter over the pears evenly. Bake for 30 minutes or until golden brown. Let cool for 10 minutes before serving. Serve warm, optionally with a scoop of coconut ice cream.
1090;Irresistible Quince Preserves Recipe;Dessert;afro asian fusion recipe;30;40;10;Oven;150;easy;2;5;30;1;15;200;quince-preserves;Adjust sweetness by varying sugar based on quince ripeness.;240 ml water, 30 g butter, 100 g flour, 0.5 tsp nutmeg, 1 tsp baking soda, 0.5 tsp salt, 50 g raisins, 1 piece egg, 100 g sugar, 1 tsp cinnamon, 0.5 tsp allspice, 0.5 tsp cloves, 1 tbsp gochujang, 1 tbsp tamarind paste, 50 g crushed peanuts;Preheat the oven to 180 °C. Sprinkle quince slices with Fruit-Fresh. Spray a large 23 x 33 cm baking dish with cooking spray. Line the bottom of the dish with quince slices. In a bowl, mix butter, flour, gochujang, tamarind paste, sugar, and spices until combined. Add egg and mix until smooth. Fold in raisins and crushed peanuts. Spread the mixture evenly over the quince slices. Bake for 30 minutes or until golden and set. Let cool before serving.
1091;Irresistible Ravani Rum Recipe with Chocolate Delight;Dessert;afro asian fusion recipe;0;30;30;Double Boiler;300;easy;2;10;45;1;25;50;ravani-rum-chocolate-coconut;For added flavor, consider sprinkling with sea salt before chilling.;100 g dark chocolate chips, 100 ml coconut syrup, 30 ml rum, 100 g vanilla wafer crumbs, 100 g powdered sugar, 50 g toasted sesame seeds;Melt dark chocolate in a double boiler. In a bowl, mix coconut syrup and rum until combined. Add melted chocolate to the coconut mixture and stir well. In another bowl, combine vanilla wafer crumbs, powdered sugar, and toasted sesame seeds. Pour the chocolate mixture into the dry ingredients and mix until fully incorporated. Transfer the mixture to a greased baking dish and spread evenly. Chill in the refrigerator for 30 minutes until set. Cut into squares and serve chilled.
1092;Banana Nut Loaf Recipe for Every Occasion;Soup;afro asian fusion recipe;50;60;10;Stove / Pan|Oven;;easy;0;0;0;0;0;0;afro-asian-banana-nut-loaf;For added flavor, consider adding a pinch of cinnamon.;15 ml sesame oil, 2 ripe bananas, 50 g brown sugar, 2 large eggs, 100 g whole wheat flour, 50 g mixed nuts (peanuts and cashews), 1 tbsp gochujang, 1 tsp grated ginger;"Preheat the oven to 180°C. In a mixing bowl, mash the bananas until smooth. Add sesame oil, brown sugar, eggs, gochujang, and grated ginger; mix well. In another bowl, combine whole wheat flour and mixed nuts. Gradually fold the dry ingredients into the banana mixture until just combined. Pour the batter into a greased loaf pan. Bake for 45-50 minutes or until a toothpick comes out clean. Let cool in the pan for 10 minutes, then transfer to a wire rack. Slice and serve warm or at room temperature."
1093;Irresistible Rocky Road Candy Recipe;Dessert;afro asian fusion recipe;50;60;10;Oven;250;easy;4;10;35;1;15;200;rocky-road-candy;This fusion dessert combines African peanuts and sesame with Asian flavors for a delightful treat.;200 g cream-style corn, 100 g corn meal, 100 g flour, 1 tbsp baking powder, 0.5 tsp salt, 50 g brown sugar, 120 ml coconut milk, 2 pieces eggs, 30 g butter, 50 g chopped peanuts, 30 g sesame seeds, 30 g gochujang;Preheat oven to 150 °C. In a bowl, mix eggs and brown sugar until well combined. Add melted butter and coconut milk, stir until smooth. In another bowl, combine flour, corn meal, baking powder, salt, and gochujang. Gradually mix dry ingredients into the wet mixture without overbeating. Fold in chopped peanuts and sesame seeds. Pour the batter into a greased loaf pan. Bake for 50 minutes or until a toothpick comes out clean. Let cool before slicing. Serve as a unique dessert or snack.
